idade,gênero,imc,filhos,fumante,região,encargos
59,feminino,32.67971328051611,1,sim,sudeste,29394.175114145248
36,masculino,31.94613482419745,0,não,sudoeste,26716.715042781558
57,feminino,20.605004882133052,0,não,sudoeste,4472.233837287495
52,masculino,25.531021508160627,2,sim,norte,13360.266623250489
41,feminino,34.525077695371465,3,não,sudeste,35789.0031405032
41,feminino,21.974503138770594,2,não,nordeste,9271.215105111482
34,masculino,18.85406129669283,3,não,sudeste,33212.229845157686
57,feminino,23.88217251054172,0,não,sudeste,17190.9012746748
27,masculino,26.68607871465379,0,sim,norte,52590.33047990608
19,masculino,18.949916603181453,0,sim,norte,31995.376897000282
61,feminino,25.253454157633996,0,não,sudeste,25050.2703073793
40,masculino,22.30801532764232,0,não,norte,12395.969118209363
23,masculino,21.606005251167595,0,não,sudoeste,47903.40701366897
19,feminino,22.486421260500098,1,não,sudoeste,43443.809900880784
38,masculino,19.79177869669317,1,não,sudeste,20155.290558563065
52,masculino,19.303013537365796,0,não,norte,29805.10798906924
46,feminino,28.12937317792404,2,não,norte,28108.06954011699
24,masculino,34.113122249210164,2,não,sudoeste,50266.81123540419
46,feminino,31.68058116413875,3,não,nordeste,48187.200632680586
54,masculino,32.1762770976794,0,não,sudoeste,11135.383645273145
40,feminino,30.496387222979962,1,sim,sudeste,53497.529827067316
50,masculino,34.25170768360033,1,sim,sudeste,19735.40785278234
25,masculino,34.159358155249684,2,não,sudoeste,49351.78033127286
29,feminino,31.231152897904103,2,não,norte,48409.17406597921
63,masculino,30.17108639585674,0,sim,sudoeste,17633.15758053762
27,feminino,23.189751781113642,2,não,norte,35102.842008172134
32,masculino,19.549828673391374,2,não,sudoeste,16062.872392053654
41,feminino,19.578755558148732,2,sim,nordeste,15473.3250736948
43,feminino,30.516438292181128,0,não,norte,37283.28644090059
64,masculino,18.48235563328944,3,não,sudoeste,35294.26716522276
59,feminino,31.878957232464188,0,não,sudoeste,20403.268611686228
56,feminino,24.230099636650177,3,não,sudoeste,32297.348978250564
20,masculino,21.265369163294157,0,não,norte,15470.476308819376
19,masculino,24.929004579682683,3,não,norte,36552.291982970884
23,feminino,29.955627866814275,1,não,sudoeste,41089.498005348
38,feminino,22.67688043675886,1,não,sudeste,21829.533306212285
26,feminino,20.9515123798804,2,não,norte,15831.317963490266
27,masculino,30.544032710727954,1,não,sudoeste,11705.869206969324
53,feminino,32.971582180638606,1,não,sudeste,51905.38365382725
20,feminino,27.954261606738875,2,não,norte,37332.18925857018
58,feminino,26.90554488111915,2,não,norte,17563.453325859562
41,masculino,30.83288266152038,3,não,norte,15145.726030120133
39,feminino,30.454991020443885,0,não,norte,41503.06591174682
31,feminino,18.10673284328975,1,não,sudeste,36255.57628354924
59,masculino,22.79135647715797,0,não,sudeste,19160.69458073804
62,feminino,33.84422085170226,3,não,norte,42055.15499360568
61,masculino,34.32343683962756,0,não,norte,31835.69839682364
44,feminino,26.674881668968418,3,não,nordeste,36064.49233077305
50,masculino,27.521530258133282,1,não,nordeste,4124.655782420414
39,masculino,18.01116086480793,0,não,nordeste,7018.517126348171
46,feminino,29.429780269589614,2,sim,nordeste,52161.35104008698
36,feminino,21.61140940779133,2,sim,sudoeste,18487.020872287492
36,masculino,20.174502077713328,1,sim,sudoeste,15069.748672218135
23,masculino,23.179630208938065,0,não,nordeste,10870.707542532742
62,feminino,29.303167213893154,1,não,sudoeste,46621.35974819902
36,feminino,25.417667310054885,1,não,norte,47532.36451593046
30,masculino,23.933990882093788,3,não,norte,22420.17653073481
43,feminino,30.355731001012035,1,não,sudeste,37077.57346530921
39,feminino,31.833241526967353,1,não,sudeste,43988.86154930934
38,feminino,32.77644195711285,0,não,sudeste,52346.86437596518
53,feminino,25.560797872862103,1,sim,sudeste,44075.31115013455
19,masculino,30.20307467150749,3,não,nordeste,49751.92821178875
64,feminino,33.04862785194104,2,não,nordeste,36243.04337628571
61,feminino,33.451408783337456,0,não,norte,6658.781725120197
47,masculino,26.36606355080155,3,não,norte,34681.45098390913
44,masculino,24.040551566460007,3,não,norte,29946.459090016066
24,feminino,33.3031632113879,0,não,sudoeste,33202.87697675278
37,feminino,22.44431796050228,1,não,sudoeste,4973.380051893095
48,masculino,31.54640651191276,3,não,sudeste,16752.3353060442
40,feminino,33.44713332789308,3,não,sudeste,23903.745806403756
30,masculino,30.57521959430032,2,sim,nordeste,54287.02476281605
34,feminino,29.55762277812763,1,não,sudoeste,28460.393622203235
21,feminino,18.861511716431476,0,não,nordeste,9285.712278411347
31,feminino,21.459040824915302,1,não,norte,33990.773164926686
37,feminino,29.331683621601663,1,sim,sudoeste,18880.50184365724
30,feminino,31.348325001164852,3,não,sudoeste,46489.25954082348
20,feminino,19.077646547579157,1,não,sudoeste,37071.63839077707
43,masculino,18.3240107131953,1,sim,norte,17474.436761062854
43,feminino,23.295713756117735,3,não,sudoeste,34430.932472807624
35,feminino,28.964236276582234,2,não,sudeste,45264.44445372207
49,feminino,26.7047249313511,3,não,sudeste,35869.808330015454
31,feminino,18.142108367008152,1,não,norte,19612.12955263682
64,masculino,20.577406863932996,0,não,nordeste,48480.271245523596
20,masculino,30.787414531614914,3,não,sudeste,4897.840006499398
18,feminino,23.060248986205757,0,não,nordeste,6619.300569250295
43,feminino,19.99220803909779,1,não,sudoeste,16586.05606676322
41,masculino,18.864678239982556,1,não,sudeste,19181.367917902
52,feminino,32.45751775665854,3,não,sudoeste,35340.68760626406
31,feminino,26.018321938067892,2,sim,norte,26606.590073839525
20,masculino,26.56253698912472,1,não,norte,39543.755900499884
30,masculino,19.042801319914513,3,sim,nordeste,19661.012596405028
64,feminino,26.30585872800497,2,não,nordeste,10789.717377524086
31,feminino,28.978143627746906,1,sim,norte,39034.58944066934
38,masculino,20.087576991567154,0,sim,norte,17459.64533971273
43,masculino,33.34276710604261,1,sim,norte,26381.433965106375
20,feminino,31.31691554330294,0,sim,nordeste,14405.450600923527
57,feminino,31.63204641536605,2,não,sudeste,47343.30258410441
21,masculino,27.121062310931585,3,não,norte,10384.522846711627
53,feminino,23.67667197663443,2,sim,sudoeste,47087.88057260706
60,masculino,28.88768777843292,0,não,nordeste,12006.299836779675
18,masculino,21.83129251663072,1,não,sudoeste,25558.98275792669
57,masculino,20.327040189523295,1,não,nordeste,24699.103592908974
64,feminino,27.151620510815476,0,não,sudoeste,31272.925142589764
50,masculino,26.136645198646512,2,não,sudeste,7833.915022110233
24,masculino,20.554800725229033,0,sim,sudoeste,34839.354924142055
28,feminino,27.016865837517955,0,não,sudoeste,5717.700979665668
44,masculino,27.28996060559792,0,não,sudeste,50934.962408715146
31,masculino,32.81575118270341,2,não,nordeste,40280.97305974745
39,feminino,30.906570957235914,0,não,nordeste,40818.74095685889
33,masculino,21.698616295787776,0,não,sudeste,13984.89993062573
63,feminino,31.904844371915946,2,não,norte,40398.53543945025
29,feminino,34.473240754255755,2,não,sudeste,9141.31196685764
63,masculino,30.182531714773134,1,não,nordeste,16783.097154967567
27,masculino,31.379053682142555,2,não,sudoeste,6741.034283367975
41,masculino,22.52930682136884,2,sim,norte,23070.763516983072
63,masculino,34.862343336304036,1,não,nordeste,10601.931540421585
35,masculino,20.99870722196085,0,não,sudoeste,10319.694475838234
39,feminino,30.76462125686738,0,não,sudeste,28120.94912251061
26,feminino,24.718728054227938,2,não,norte,14264.792809160863
34,masculino,24.066774140207247,1,não,norte,9582.37977147021
55,masculino,22.8477069036361,0,não,nordeste,7668.5656120193
57,feminino,25.498033547045345,0,não,nordeste,17949.305766841237
30,masculino,31.444868252432567,2,não,sudoeste,7242.579495639985
54,masculino,33.99653386106952,1,não,sudoeste,23840.92878915507
23,masculino,25.07605013886202,3,não,norte,24245.9044872402
38,feminino,29.07841789675247,3,não,sudeste,16653.55190838378
53,feminino,31.399810431556887,0,não,sudoeste,24037.1607060791
24,feminino,19.695514867336883,1,não,nordeste,6292.105967310484
53,feminino,34.329242332682774,3,não,norte,11025.62882326614
42,masculino,21.59776890162504,2,não,sudeste,34000.080078648134
28,masculino,33.556348154256,0,sim,norte,18267.467549394278
61,masculino,34.77224841139534,0,sim,sudoeste,19759.985825675845
31,feminino,19.706878308704518,1,não,sudoeste,38579.16008393137
62,masculino,33.176703645851106,1,não,sudoeste,20606.45842857343
46,feminino,28.89545765289487,1,não,sudoeste,27744.461684913713
27,masculino,31.904754517735306,2,não,nordeste,51324.44587521095
22,feminino,19.854660160433347,3,não,nordeste,26530.06561669515
25,masculino,32.182453680744416,0,não,norte,23722.27073870612
63,masculino,28.642583417418024,1,não,sudeste,24276.62550027468
22,masculino,26.680518166053268,2,não,sudeste,30778.447199295082
41,masculino,27.52055556266901,0,não,nordeste,37657.31474569257
57,masculino,30.65595059320698,2,não,sudoeste,36241.00952537954
43,masculino,23.05982439364613,1,não,norte,34487.64473187044
23,masculino,34.03911311503894,1,não,norte,20913.899114621872
33,masculino,23.22982172129914,2,não,sudoeste,50198.133706516885
53,masculino,32.91036251593141,3,não,sudeste,20254.538515891956
29,feminino,18.205895391307543,3,sim,sudeste,28613.847361363598
28,feminino,33.58016111741778,3,não,nordeste,7655.350293000214
20,feminino,32.47682293552818,1,sim,sudoeste,57079.891943452756
61,feminino,20.111067187457273,2,não,sudoeste,31785.613465499173
54,feminino,30.527689815360883,3,não,nordeste,23051.252507108857
23,feminino,24.359956393851753,2,não,norte,42585.10689788271
36,masculino,26.156230552752625,2,sim,sudeste,11196.173526530281
35,masculino,19.16608506671284,3,sim,sudoeste,47219.078881997884
33,feminino,21.61375446509586,0,não,sudeste,13502.98142295935
40,feminino,34.21198258791258,3,não,sudeste,42530.08636156776
60,masculino,25.105158279940774,0,não,sudeste,23552.430202949792
54,masculino,18.44251589724666,1,não,norte,40804.41099289125
26,masculino,26.75632785646325,3,não,nordeste,7601.100166758633
20,masculino,34.909885271430625,3,não,sudoeste,20420.464060409733
25,feminino,23.65795065711432,3,não,nordeste,26983.628536344797
55,feminino,20.40063056915421,2,sim,sudoeste,29919.04804968554
21,masculino,28.940408288402146,2,não,nordeste,20796.31596666955
29,feminino,33.63701380066451,3,não,norte,20007.38065777704
61,feminino,32.60554032982107,3,não,sudoeste,22038.073675551885
48,masculino,29.168787780673206,0,não,nordeste,10437.873758545742
42,masculino,21.13050674605263,2,sim,nordeste,36265.50989395085
33,masculino,31.334117698864475,3,não,sudoeste,8691.870673307176
59,masculino,31.994773229262172,0,sim,sudoeste,48240.02359787985
31,feminino,32.44231226830202,0,não,norte,38641.399706555865
30,masculino,24.86700222771504,0,não,sudoeste,18251.159853509216
58,masculino,24.950602061665684,3,não,sudeste,9029.637649481594
24,feminino,20.637670792569846,2,não,sudeste,37955.93798644871
29,masculino,31.1356749835645,0,não,nordeste,50521.96645368348
54,masculino,30.532845843486,3,não,sudeste,37374.482533373724
21,feminino,19.69574513872187,3,não,sudoeste,10311.553338011738
19,masculino,18.34228175627767,0,não,sudeste,11824.604808005555
52,masculino,34.179238742550524,3,não,norte,28080.677491128474
61,feminino,18.29356295092093,0,não,sudeste,36222.66806259782
20,masculino,28.686177206910436,1,não,sudoeste,24529.02453233291
21,masculino,25.711905619134214,0,não,norte,42682.49779491435
55,feminino,31.216029287472914,0,não,sudoeste,7515.534854806561
29,feminino,19.491388543162362,3,sim,sudeste,36005.085578253544
36,masculino,29.600351116675643,0,não,norte,52234.94203615945
27,masculino,28.45402337296868,1,não,nordeste,20948.98303774226
18,masculino,32.51110098810939,0,não,norte,23361.686294237552
34,masculino,26.815267280821868,1,não,sudoeste,4187.170392179913
33,feminino,30.380965389720814,1,sim,sudoeste,51512.06323138613
26,feminino,25.43891206082008,0,não,sudeste,12659.919076495284
26,feminino,34.727635011079414,3,não,sudoeste,31535.37569669989
26,masculino,27.509988130306212,0,não,norte,33508.52083756289
29,feminino,30.810165927800956,2,não,nordeste,19098.251235294298
58,masculino,19.579897482435474,3,não,norte,32677.8186681874
32,masculino,25.866850759247967,1,sim,sudeste,19176.388205502597
19,feminino,19.09544047182823,2,não,nordeste,21015.142816194737
28,feminino,20.069086619159123,1,não,nordeste,20691.359168049294
28,feminino,26.604301470932235,1,não,sudeste,39325.84953135519
25,masculino,23.98918206517313,2,não,sudoeste,5211.533199143334
49,feminino,25.816991284140073,3,não,sudoeste,20597.013297426423
23,masculino,26.43445119015248,3,sim,nordeste,34870.724229181935
37,feminino,20.715753461005384,0,sim,sudoeste,21742.909510774713
56,masculino,24.21913409920428,2,não,sudoeste,14070.251606258867
52,feminino,32.630157808501345,2,não,norte,34521.554421023146
25,masculino,32.562386639595765,1,não,nordeste,39344.256741859106
60,masculino,26.34048877526698,0,não,norte,39237.23297629623
51,feminino,30.735483129865464,3,não,sudoeste,44794.233003579204
36,masculino,30.81039614851035,1,não,sudeste,48764.210130656626
24,feminino,18.749814927271768,0,sim,sudoeste,13129.734388870678
48,masculino,28.385150515945096,3,não,nordeste,5014.160708182346
35,feminino,31.6769516228454,1,não,nordeste,11758.725420978526
57,feminino,28.097510435125745,0,não,sudoeste,18522.402683900767
31,masculino,27.20639752915354,0,sim,norte,46520.38928640709
56,feminino,27.03066710008864,0,não,nordeste,48065.88551264241
53,masculino,26.635136117336856,0,não,norte,6829.806502133753
34,masculino,31.2312390251878,2,não,nordeste,8342.807446422488
54,feminino,28.921348647967662,0,não,sudeste,4717.659044201328
61,feminino,21.66354866611966,0,não,norte,27993.442822905
26,masculino,25.366920015199113,3,não,sudoeste,16981.28857748216
37,masculino,26.986629256960843,0,não,sudoeste,33759.12697436314
62,masculino,25.12216457390319,3,não,nordeste,36957.70129427772
45,masculino,22.038885642566598,2,sim,norte,22761.933076361922
37,masculino,20.120592166357103,3,não,nordeste,45204.588753973134
58,feminino,19.99430953713304,3,não,nordeste,48858.76231457651
53,feminino,23.036894357294106,0,não,sudeste,25789.02532874872
44,masculino,24.845137601561817,2,não,norte,45622.28647549259
25,masculino,29.608919949287582,3,não,sudeste,18986.663623310487
49,masculino,34.74358813769457,3,não,norte,22163.65990947565
18,feminino,33.255050919048145,1,não,norte,10633.938317849552
34,feminino,31.832862286156555,0,não,sudeste,26204.924817964657
26,feminino,31.833513195670417,2,não,nordeste,14218.525960477597
37,masculino,28.133104439625846,0,não,norte,9301.355080420755
62,feminino,22.296914537605943,1,sim,norte,12974.65715236162
49,feminino,26.022983559260734,2,não,sudeste,42542.604798874265
19,feminino,20.423418220077302,1,sim,norte,50173.12070118343
49,feminino,27.62932023014895,2,não,sudoeste,49945.16724975677
62,masculino,18.391012266496734,1,não,norte,16139.847086496451
26,masculino,21.22090707868822,2,não,nordeste,44513.60978238303
47,feminino,30.109010287933902,3,não,nordeste,27367.094093357686
37,feminino,22.70717001510319,3,sim,norte,47613.507744321905
55,masculino,25.13935812337085,1,não,sudeste,35244.103043773466
18,masculino,32.145036442851726,0,sim,norte,41837.837153656896
22,feminino,18.757486889975407,0,não,nordeste,23161.181412284965
52,feminino,18.38647867868732,3,não,sudeste,2608.335128421026
53,feminino,21.892781539776443,3,não,sudoeste,45322.23290290661
18,masculino,29.63553729223273,2,não,nordeste,17066.845624221554
31,feminino,22.01405420061872,0,não,nordeste,24985.9538092733
26,masculino,32.68287291855265,1,não,sudoeste,52100.46311447232
47,feminino,23.981419379153717,0,não,sudoeste,39944.13759513723
41,feminino,22.819690307498668,2,não,sudeste,6646.98960222737
21,masculino,21.959522683782208,2,não,sudoeste,50590.93193649213
31,feminino,27.757496033481765,1,sim,sudeste,56070.63682053568
42,feminino,32.557291717265784,1,não,nordeste,36784.325561530444
21,feminino,24.90305924528111,3,sim,norte,44388.495703544984
42,feminino,22.29278887739214,2,não,nordeste,23208.474311259924
27,feminino,25.15472593219484,2,não,sudeste,42507.71771757637
52,masculino,33.381425814467434,3,não,sudoeste,16042.169216092687
24,feminino,23.687138890723283,2,não,sudeste,18084.881089249935
59,masculino,29.147714504417166,2,não,sudeste,38520.25192570004
30,masculino,23.60557204748469,0,sim,sudoeste,10858.504346324324
21,masculino,29.47088310558246,3,não,sudoeste,6460.074118659595
60,masculino,32.97718272771799,1,não,norte,50982.068221645204
53,feminino,28.17549913880366,3,sim,norte,12721.142669625946
31,masculino,34.106513635511334,3,não,sudeste,40028.79818184725
35,masculino,28.225792242274803,2,não,norte,8287.496737887097
25,masculino,34.57289018862153,3,não,sudoeste,18376.69330855533
49,masculino,30.303417578858184,1,não,nordeste,30080.221926107017
44,masculino,29.097401262501933,3,não,norte,39588.48869728652
59,masculino,32.10716543442126,3,não,norte,21950.121454242126
54,masculino,18.18857720168367,2,não,nordeste,21456.692976342605
40,feminino,22.373240881957972,2,não,sudeste,5578.570496671893
24,feminino,21.673540848024313,3,sim,norte,48616.20525687492
29,feminino,19.88526715683699,2,não,sudeste,33984.469952087005
42,masculino,33.94237284915741,2,não,norte,9696.674028036792
20,feminino,20.22703623550275,0,não,nordeste,10493.493221376728
43,masculino,22.4682233621358,1,não,sudeste,15909.139326129194
21,feminino,23.697787700917562,0,não,nordeste,4081.7702026611832
59,feminino,28.618675388746993,2,não,sudoeste,16663.80557725853
53,feminino,31.04689213377283,3,não,nordeste,49195.52389610253
32,feminino,28.279491863391378,0,sim,nordeste,27154.771696626667
49,masculino,30.732224604788893,2,não,sudeste,27962.06994213988
46,feminino,24.83611147288176,0,não,norte,45900.12561111225
27,masculino,34.92823002762675,1,não,sudoeste,21090.71583286242
38,feminino,20.89156951532478,2,não,sudeste,40634.447641526465
33,feminino,24.795923549793486,3,não,norte,8088.615677985288
64,masculino,32.147111241613494,1,não,sudeste,14379.216117286262
36,masculino,22.19492336174377,2,não,nordeste,6737.183004385579
46,masculino,30.764331265167577,2,não,norte,39459.54989421183
35,masculino,24.192766692403048,0,não,norte,5991.521227825388
61,masculino,21.01913668127537,2,não,sudoeste,22049.34445877124
33,feminino,24.856787898927784,0,não,sudoeste,45259.4397697668
18,masculino,31.34140461009071,3,não,norte,31427.10002305884
19,masculino,19.903237506982748,0,não,nordeste,30092.995386675222
32,masculino,26.773726396705364,2,não,norte,8382.17306636767
56,masculino,30.603059107645976,0,sim,norte,23403.47306059455
45,masculino,30.776724758821636,3,não,sudeste,12377.740037497773
18,masculino,24.622974139877726,3,não,sudeste,27105.397933010223
22,feminino,25.929452446123417,0,não,sudoeste,39488.14467519637
59,masculino,32.565021090832964,0,não,sudeste,16304.292415076077
39,masculino,21.542423270856183,2,não,sudeste,42999.610434040114
53,feminino,34.874071951245114,1,não,norte,19041.104785594427
63,feminino,25.12703191127914,1,não,nordeste,25387.13281859238
30,feminino,22.68267242205388,3,não,sudoeste,3925.79855665134
18,feminino,18.04418897599356,3,não,sudeste,9179.134353725387
33,feminino,20.125392769972652,0,sim,nordeste,49227.178006712464
58,feminino,30.860653411950185,0,não,sudeste,25204.570921846425
39,masculino,29.036924276865335,2,sim,sudoeste,10852.285440265481
49,feminino,22.190608829743496,3,não,norte,29747.83708746232
33,masculino,33.759052992995635,2,não,nordeste,17897.273085338224
32,feminino,32.20669610295851,1,não,norte,37269.3924112017
63,feminino,22.57765513285538,0,não,sudoeste,16594.410198102796
59,feminino,23.611493822516962,1,sim,nordeste,41828.63977212588
29,masculino,21.14081182524037,3,não,sudoeste,27982.167137268512
18,feminino,28.923500430239336,2,não,sudoeste,8944.906635906069
34,feminino,29.91933615725294,3,não,nordeste,16298.634277046072
58,feminino,24.729978855609758,0,não,sudoeste,42479.87669670117
45,feminino,30.531697945707897,2,não,sudoeste,31477.952875506562
24,feminino,34.85663307581688,0,sim,sudeste,35505.86986058301
26,feminino,28.403119524583282,3,não,sudoeste,8778.554186307214
39,masculino,29.037825547920058,3,sim,norte,40391.41317505374
43,feminino,24.35532055465059,3,sim,norte,39815.13017516499
29,feminino,18.179968038277583,0,não,nordeste,39689.29982392202
24,feminino,34.21666327581819,1,não,sudeste,25144.204593293198
63,feminino,31.12985999178184,3,não,sudoeste,43623.97841970804
64,feminino,29.824658146654727,1,não,sudoeste,28748.91799618197
32,masculino,18.50677946531959,0,não,nordeste,34787.31854477262
55,feminino,30.903206464250424,3,não,norte,19402.118958753228
38,masculino,29.391432131499386,3,não,nordeste,4669.508250449895
31,masculino,27.67140404122531,3,não,norte,16365.89190987412
19,feminino,28.601212063661244,1,não,norte,8321.051235394638
25,feminino,33.61222455998319,0,não,sudoeste,19287.55878395588
62,feminino,18.113736709040683,1,não,sudoeste,2531.0052837179337
23,masculino,20.668526757757935,3,não,norte,30086.887758110282
54,masculino,33.21087234676034,3,não,nordeste,11762.358068401776
54,feminino,18.139581330560354,0,não,sudoeste,4158.212728981335
50,feminino,33.361814428944434,1,sim,sudeste,37275.47891285778
58,masculino,18.503741481400446,1,sim,sudeste,39450.52253237355
23,masculino,31.248742364489047,1,não,sudeste,26917.532142015843
43,masculino,33.14569458936435,3,não,sudeste,17175.820829370397
56,feminino,28.41296339546156,1,sim,sudeste,33208.95743029684
58,feminino,28.90449789672372,2,sim,norte,38354.67742976319
54,feminino,18.859583442804542,3,não,norte,16911.237056815764
31,masculino,21.58515071699215,1,não,sudoeste,7999.246865431338
54,feminino,33.29102022790812,3,sim,norte,51633.142020891035
25,feminino,32.00317238488593,2,sim,nordeste,31083.222750468038
56,masculino,19.012310475871313,1,não,sudeste,45958.480528500826
30,feminino,31.820746887044766,2,não,norte,47016.64845846017
30,masculino,25.199236624892563,2,não,sudeste,19223.774637971288
57,feminino,27.53228535007483,3,não,nordeste,13129.026429463811
60,feminino,19.842892785531532,2,não,sudeste,13280.07042927136
45,feminino,24.776948665308225,1,não,norte,38328.93204671308
35,feminino,25.39347873751268,2,não,sudeste,17338.421745254796
36,feminino,29.38130186969957,1,não,norte,39009.048680661406
55,feminino,29.17810015677832,0,não,norte,37762.29403863814
49,feminino,27.330866166114845,2,não,nordeste,32137.306066240348
39,masculino,18.534581774506744,0,sim,sudoeste,36521.5270852946
19,masculino,20.745518102359988,2,não,sudeste,50181.19240656747
30,feminino,20.72457593580043,3,não,norte,29051.710617092096
40,masculino,33.09145135324546,0,não,sudoeste,25949.8445404558
42,masculino,33.32906447727841,2,não,sudeste,16814.499487424444
45,feminino,31.71047033240651,0,sim,sudoeste,54588.193793703635
28,masculino,20.972949301141856,1,sim,sudoeste,48693.31668036529
50,feminino,32.282577606295135,1,sim,sudeste,10533.517926778055
41,feminino,21.189104691238942,1,não,nordeste,25914.668964328463
19,masculino,27.42872184655215,2,não,nordeste,25337.984491280713
47,feminino,30.475898033589175,2,sim,sudeste,52622.59602375186
34,masculino,18.876537092744663,2,não,sudoeste,4637.597556182124
57,masculino,28.164798355981972,1,não,sudoeste,46131.59887062367
51,masculino,22.269269849938734,0,sim,sudeste,29844.741615326562
55,masculino,26.463560063066893,2,não,sudoeste,10183.299450510964
39,masculino,24.526338379823592,3,não,sudeste,7154.813708166192
22,masculino,29.671834359345706,3,não,nordeste,48942.073441032524
57,masculino,26.316235638887193,1,não,norte,5395.582228755957
33,masculino,23.127713897702883,2,não,sudoeste,42475.778136777095
30,feminino,33.47609865398153,2,sim,sudeste,39031.24508965148
43,feminino,34.30391158514817,3,não,sudeste,6895.339734149018
48,masculino,31.63243002555927,1,sim,sudoeste,45163.32851335178
56,masculino,27.872596931833556,0,sim,sudeste,12640.49938136563
40,masculino,33.034808259635824,0,não,nordeste,43650.10694111796
29,feminino,28.228445927374842,2,sim,sudoeste,45582.94146968621
31,masculino,20.530111618462197,1,não,sudeste,6894.821247526596
35,masculino,18.29626540343097,1,não,norte,5410.1688728926965
44,masculino,30.340547639177327,0,não,sudoeste,7018.072675375997
45,masculino,30.792252292099022,3,não,sudeste,23932.04708856331
35,masculino,33.73904178007542,2,não,norte,5227.25247718081
33,masculino,32.0120377776753,0,não,nordeste,18634.24358927447
33,masculino,28.872900283386095,1,não,sudeste,21102.275280442933
30,feminino,21.23515840360945,1,não,nordeste,36892.48055493657
46,masculino,28.098858204316414,1,sim,norte,26276.32655753379
26,feminino,25.389647683860886,0,não,sudeste,30015.94477626009
43,masculino,21.945843977508844,3,não,sudeste,19761.580536890706
45,feminino,31.58519482974605,2,não,nordeste,17408.008724540796
58,masculino,20.542450062308614,0,não,norte,46324.79202039297
30,feminino,28.715765952680727,3,não,nordeste,17099.926032477226
53,feminino,28.382816597451907,3,sim,norte,50337.20185573934
26,masculino,23.16143620689511,2,não,sudeste,43543.51955547173
64,feminino,25.29706539784599,3,não,sudeste,35235.974072139164
31,masculino,19.981719461983865,0,não,sudoeste,29141.17456529266
29,masculino,18.434059600924293,3,não,sudoeste,45993.690696065976
49,masculino,18.22131947659334,0,não,norte,2280.7222517393857
55,feminino,20.96348396314739,1,não,sudeste,24750.564572797568
20,feminino,32.73854215725924,0,não,sudoeste,33450.11813836884
33,feminino,26.88434855582249,3,não,nordeste,13809.175881440802
37,masculino,19.990971196553925,1,não,nordeste,22465.78534469162
49,masculino,33.3934164403529,2,sim,sudeste,47695.0047348184
40,feminino,27.67110904604987,3,sim,sudeste,55468.43234488545
34,masculino,18.47405398619888,2,não,nordeste,44641.31761984036
33,masculino,30.96639155570225,1,não,sudoeste,11401.311050864795
55,feminino,26.048397604335104,0,não,nordeste,18703.926430554795
25,masculino,27.058673836781608,3,não,norte,41033.544281302304
36,masculino,28.424856545545076,3,não,norte,31420.514609686434
47,feminino,19.605656704232498,0,não,sudoeste,43725.9457765016
51,feminino,34.1115831653631,3,não,sudeste,42999.89181762858
31,feminino,22.341671838954333,2,não,nordeste,35141.06068831061
39,masculino,28.571147783522612,1,não,norte,20790.174926077096
61,masculino,32.54457042863207,3,não,nordeste,30466.20115340092
34,masculino,23.64259809575254,2,não,sudeste,6217.783929186922
32,feminino,28.66840031689901,2,não,nordeste,41820.679750259595
49,masculino,34.81091149498409,3,não,sudeste,39851.02453461443
30,feminino,32.48058667968119,3,não,sudeste,22309.954766760562
38,masculino,31.247839620811686,1,não,sudoeste,46482.37908151695
57,masculino,25.468103420103787,0,não,nordeste,36283.10856372798
50,masculino,25.671582170880708,1,não,norte,38896.8779615219
44,masculino,26.25417818947061,1,não,sudoeste,26827.35829206112
52,masculino,29.737337521104426,0,não,sudeste,31813.33340166919
33,masculino,20.453732856225432,0,não,sudeste,36206.35433433835
45,masculino,32.637476424235125,2,não,sudoeste,7561.229187846357
51,feminino,18.30734375111397,2,não,sudoeste,36225.52024853448
64,masculino,20.889883374979256,0,não,norte,30348.978023681324
18,feminino,26.190843990853935,0,não,nordeste,3985.7382499276587
58,masculino,22.28598797205383,2,não,sudeste,34408.61587842619
48,feminino,24.21488887421592,0,não,sudeste,45605.17336951653
53,feminino,23.653912562936377,1,não,nordeste,32568.970377888523
61,feminino,22.572400455644477,3,não,sudeste,16874.00129929149
50,masculino,24.464698052546893,3,não,norte,14858.050398766034
50,feminino,26.589902279509865,0,sim,sudeste,23610.908266984723
56,feminino,26.098099622396752,0,não,sudoeste,37574.20379830804
35,feminino,31.802680682950935,3,não,nordeste,28962.356647327997
40,masculino,23.238466021314267,3,não,sudoeste,32782.981593974204
40,feminino,22.79247807678394,1,não,sudoeste,34459.41819039997
32,feminino,26.575629433897728,0,não,nordeste,33278.13839065532
43,feminino,18.81488388635416,0,não,nordeste,15352.093955653092
47,feminino,19.900774988891044,3,não,sudoeste,8348.159432781613
42,masculino,31.652495794689948,2,não,sudoeste,16816.916241887506
62,feminino,26.39306085174399,0,não,nordeste,5904.517898008781
33,feminino,19.131101494049503,2,sim,sudoeste,47074.802491725255
56,feminino,25.48650970741707,1,não,sudeste,42794.94866042377
62,feminino,24.770494273171224,2,sim,norte,53013.766304014025
31,feminino,22.184286190871962,3,não,sudoeste,6355.697040638335
34,masculino,24.32575517080487,3,sim,nordeste,51749.82374942268
29,feminino,21.202041852561194,1,sim,norte,27308.952794472672
46,masculino,25.634012609562,1,não,nordeste,25488.317298117723
